Datum ;Zeit ;AT [°C];PE1_BR1 ;HK1 VL Ist[°C];HK1 VL Soll[°C];HK1 RT Ist[°C];HK1 RT Soll[°C];HK1 Pumpe;HK1 Mischer;WW1 EinT Ist[°C];WW1 AusT Ist[°C];WW1 Soll[°C];WW1 Pumpe;PE1 KT[°C];PE1 KT_SOLL[°C];PE1 UW Freigabe[°C];PE1 Modulation[%];PE1 FRT Ist[°C];PE1 FRT Soll[°C];PE1 Einschublaufzeit[zs];PE1 Pausenzeit[zs];PE1 Luefterdrehzahl[%];PE1 Saugzugdrehzahl[%];PE1 Unterdruck Ist[EH];PE1 Unterdruck Soll[EH];PE1 Status;PE1 Motor ES;PE1 Motor RA;PE1 Motor RES1;PE1 Motor TURBINE;PE1 Motor ZUEND;PE1 Motor UW[%];PE1 Motor AV;PE1 Motor RES2;PE1 Motor MA;PE1 Motor RM;PE1 Motor SM;PE1 Res1 Temp.[°C];PE1 Res2 Temp.[°C];PE1 CAP RA;PE1 CAP ZB;PE1 AK;PE1 Saug-Int[min];PE1 DigIn1;PE1 DigIn2;Fehler1 ;Fehler2 ;Fehler3 ;
17.02.2016;11:14:21;-20,0;0;0,0;8,0;20,0;8,0;0;0;29,0;29,0;25,0;0;42,3;8,0;60,0;0;60,0;8,0;0,00;0,00;0;0;53,3;80,0;99;0;0;0;0;0;20;0;0;0;0;0;56,2;29,0;0;1;0;99;0;0;0;0;0;
17.02.2016;11:15:21;-20,0;0;0,0;8,0;20,0;8,0;0;0;29,0;29,0;25,0;0;41,8;8,0;60,0;0;59,5;8,0;0,00;0,00;0;0;53,3;80,0;99;0;0;0;0;0;20;0;0;0;0;0;56,2;29,0;0;1;0;99;0;0;0;0;0;
17.02.2016;11:16:21;-20,0;0;0,0;8,0;20,0;8,0;0;0;29,0;29,0;25,0;0;41,4;8,0;60,0;0;59,0;8,0;0,00;0,00;0;0;53,4;80,0;99;0;0;0;0;0;20;0;0;0;0;0;56,2;29,0;0;1;0;99;0;0;0;0;0;
17.02.2016;11:17:21;-20,0;0;0,0;8,0;20,0;8,0;0;0;29,0;29,0;25,0;0;41,0;8,0;60,0;0;58,2;8,0;0,00;0,00;0;0;53,4;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,2;29,0;0;1;0;99;0;0;0;0;0;
17.02.2016;11:18:21;-20,0;0;0,0;8,0;20,0;8,0;0;0;29,0;29,0;25,0;0;40,7;8,0;60,0;0;57,5;8,0;0,00;0,00;0;0;53,3;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,2;29,0;0;1;0;99;0;0;0;0;0;
17.02.2016;11:19:21;-20,0;0;0,0;8,0;20,0;8,0;0;0;29,0;29,0;25,0;0;40,6;8,0;60,0;0;57,1;8,0;0,00;0,00;0;0;53,2;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,2;29,0;0;1;0;99;0;0;0;0;0;
17.02.2016;11:20:21;-20,0;0;0,0;8,0;20,0;8,0;0;0;29,0;29,0;25,0;0;40,5;8,0;60,0;0;56,6;8,0;0,00;0,00;0;0;53,5;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,2;29,0;0;1;0;99;0;0;0;0;0;
17.02.2016;11:21:21;-20,0;0;0,0;8,0;20,0;8,0;0;0;29,1;29,1;25,0;0;40,5;8,0;60,0;0;56,3;8,0;0,00;0,00;0;0;53,1;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,2;29,1;0;1;0;99;0;0;0;0;0;
17.02.2016;11:22:21;-20,0;0;0,0;8,0;20,0;8,0;0;0;29,1;29,1;25,0;0;40,5;8,0;60,0;0;55,9;8,0;0,00;0,00;0;0;53,3;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,2;29,1;0;1;0;99;0;0;0;0;0;
17.02.2016;11:23:21;-20,0;0;0,0;8,0;20,0;8,0;0;0;29,1;29,1;25,0;0;40,5;8,0;60,0;0;55,4;8,0;0,00;0,00;0;0;53,3;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,2;29,1;0;1;0;99;0;0;0;0;0;
17.02.2016;11:24:21;-20,0;0;0,0;8,0;20,0;8,0;0;0;29,1;29,1;25,0;0;40,6;8,0;60,0;0;55,1;8,0;0,00;0,00;0;0;53,2;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,2;29,1;0;1;0;99;0;0;0;0;0;
17.02.2016;11:25:21;-20,0;0;0,0;8,0;20,0;8,0;0;0;29,1;29,1;25,0;0;40,6;8,0;60,0;0;54,8;8,0;0,00;0,00;0;0;53,1;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,2;29,1;0;1;0;99;0;0;0;0;0;
17.02.2016;11:26:21;-20,0;0;0,0;8,0;20,0;8,0;0;0;29,1;29,1;25,0;0;40,6;8,0;60,0;0;54,4;8,0;0,00;0,00;0;0;52,8;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,2;29,1;0;1;0;99;0;0;0;0;0;
17.02.2016;11:27:21;-20,0;0;0,0;8,0;20,0;8,0;0;0;29,1;29,1;25,0;0;40,7;8,0;60,0;0;54,2;8,0;0,00;0,00;0;0;53,2;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,2;29,1;0;1;0;99;0;0;0;0;0;
17.02.2016;11:28:21;-20,0;0;0,0;8,0;20,0;8,0;0;0;29,1;29,1;25,0;0;40,7;8,0;60,0;0;53,8;8,0;0,00;0,00;0;0;53,4;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,2;29,1;0;1;0;99;0;0;0;0;0;
17.02.2016;11:29:21;-20,0;0;0,0;8,0;20,0;8,0;0;0;29,1;29,1;25,0;0;40,7;8,0;60,0;0;53,5;8,0;0,00;0,00;0;0;53,1;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,2;29,1;0;1;0;99;0;0;0;0;0;
17.02.2016;11:30:21;-20,0;0;0,0;8,0;20,0;8,0;0;0;29,1;29,1;25,0;0;40,7;8,0;60,0;0;53,2;8,0;0,00;0,00;0;0;53,1;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,2;29,1;0;1;0;99;0;0;0;0;0;
17.02.2016;11:31:21;-20,0;0;0,0;8,0;20,0;8,0;0;0;29,1;29,1;25,0;0;40,7;8,0;60,0;0;53,0;8,0;0,00;0,00;0;0;52,9;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,2;29,1;0;1;0;99;0;0;0;0;0;
17.02.2016;11:32:21;-20,0;0;0,0;8,0;20,0;8,0;0;0;29,1;29,1;25,0;0;40,7;8,0;60,0;0;53,0;8,0;0,00;0,00;0;0;53,1;80,0;99;0;0;0;0;0;20;0;0;0;0;0;56,2;29,1;0;1;0;99;0;0;0;0;0;
17.02.2016;11:33:21;-20,0;0;0,0;8,0;20,0;8,0;0;0;29,1;29,1;25,0;0;40,6;8,0;60,0;0;53,0;8,0;0,00;0,00;0;0;53,0;80,0;99;0;0;0;0;0;20;0;0;0;0;0;56,2;29,1;0;1;0;99;0;0;0;0;0;
17.02.2016;11:34:21;-20,0;0;0,0;8,0;20,0;8,0;0;0;29,0;29,0;25,0;0;40,3;8,0;60,0;0;52,7;8,0;0,00;0,00;0;0;52,5;80,0;99;0;0;0;0;0;20;0;0;0;0;0;56,2;29,0;0;1;0;99;0;0;0;0;0;
17.02.2016;11:35:21;-20,0;0;0,0;8,0;20,0;8,0;0;0;29,0;29,0;25,0;0;40,0;8,0;60,0;0;52,4;8,0;0,00;0,00;0;0;53,0;80,0;99;0;0;0;0;0;20;0;0;0;0;0;56,2;29,0;0;1;0;99;0;0;0;0;0;
17.02.2016;11:36:21;-20,0;0;0,0;8,0;20,0;8,0;0;0;29,0;29,0;25,0;0;39,7;8,0;60,0;0;52,1;8,0;0,00;0,00;0;0;53,1;80,0;99;0;0;0;0;0;20;0;0;0;0;0;56,2;29,0;0;1;0;99;0;0;0;0;0;
17.02.2016;11:37:21;-20,0;0;0,0;8,0;19,9;8,0;0;0;28,9;28,9;25,0;0;39,1;8,0;60,0;0;51,9;8,0;0,00;0,00;0;0;52,9;80,0;99;0;0;0;0;0;20;0;0;0;0;0;56,2;28,9;0;1;0;99;0;0;0;0;0;
17.02.2016;11:38:21;-20,0;0;0,0;8,0;19,8;8,0;0;0;28,9;28,9;25,0;0;38,5;8,0;60,0;0;51,6;8,0;0,00;0,00;0;0;53,0;80,0;99;0;0;0;0;0;20;0;0;0;0;0;56,1;28,9;0;1;0;99;0;0;0;0;0;
17.02.2016;11:39:21;-20,0;0;0,0;8,0;19,8;8,0;0;0;28,9;28,9;25,0;0;38,0;8,0;60,0;0;51,3;8,0;0,00;0,00;0;0;52,8;80,0;99;0;0;0;0;0;20;0;0;0;0;0;56,2;28,9;0;1;0;99;0;0;0;0;0;
17.02.2016;11:40:21;-20,0;0;0,0;8,0;19,8;8,0;1;0;28,8;28,8;25,0;0;37,6;8,0;60,0;0;50,9;8,0;0,00;0,00;0;0;52,3;80,0;99;0;0;0;0;0;20;0;0;0;0;0;56,1;28,8;0;1;0;99;0;0;0;0;0;
17.02.2016;11:41:21;-20,0;0;0,0;8,0;19,7;8,0;1;0;28,8;28,8;25,0;0;37,2;8,0;60,0;0;50,6;8,0;0,00;0,00;0;0;53,4;80,0;99;0;0;0;0;0;20;0;0;0;0;0;56,1;28,8;0;1;0;99;0;0;0;0;0;
17.02.2016;11:42:21;-20,0;0;0,0;8,0;19,7;8,0;1;0;28,8;28,8;25,0;0;36,7;8,0;60,0;0;50,3;8,0;0,00;0,00;0;0;53,1;80,0;99;0;0;0;0;0;20;0;0;0;0;0;56,1;28,8;0;1;0;99;0;0;0;0;0;
17.02.2016;11:43:21;-20,0;0;0,0;8,0;19,7;8,0;1;0;28,7;28,7;25,0;0;36,4;8,0;60,0;0;50,0;8,0;0,00;0,00;0;0;53,2;80,0;99;0;0;0;0;0;20;0;0;0;0;0;56,1;28,7;0;1;0;99;0;0;0;0;0;
17.02.2016;11:44:21;-20,0;0;0,0;8,0;19,7;8,0;1;0;28,7;28,7;25,0;0;36,1;8,0;60,0;0;49,7;8,0;0,00;0,00;0;0;53,0;80,0;99;0;0;0;0;0;20;0;0;0;0;0;56,1;28,7;0;1;0;99;0;0;0;0;0;
17.02.2016;11:45:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,7;28,7;25,0;0;35,8;8,0;60,0;0;49,4;8,0;0,00;0,00;0;0;52,9;80,0;99;0;0;0;0;0;20;0;0;0;0;0;56,1;28,7;0;1;0;99;0;0;0;0;0;
17.02.2016;11:46:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,7;28,7;25,0;0;35,5;8,0;60,0;0;49,1;8,0;0,00;0,00;0;0;52,8;80,0;99;0;0;0;0;0;20;0;0;0;0;0;56,1;28,7;0;1;0;99;0;0;0;0;0;
17.02.2016;11:47:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,7;28,7;25,0;0;35,2;8,0;60,0;0;48,4;8,0;0,00;0,00;0;0;52,6;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,7;0;1;0;99;0;0;0;0;0;
17.02.2016;11:48:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,7;28,7;25,0;0;35,0;8,0;60,0;0;48,0;8,0;0,00;0,00;0;0;52,6;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,7;0;1;0;99;0;0;0;0;0;
17.02.2016;11:49:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,7;28,7;25,0;0;34,9;8,0;60,0;0;47,6;8,0;0,00;0,00;0;0;52,8;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,7;0;1;0;99;0;0;0;0;0;
17.02.2016;11:50:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,7;28,7;25,0;0;34,9;8,0;60,0;0;47,3;8,0;0,00;0,00;0;0;52,6;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,7;0;1;0;99;0;0;0;0;0;
17.02.2016;11:51:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,7;28,7;25,0;0;34,9;8,0;60,0;0;47,0;8,0;0,00;0,00;0;0;52,3;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,7;0;1;0;99;0;0;0;0;0;
17.02.2016;11:52:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,8;28,8;25,0;0;34,9;8,0;60,0;0;46,9;8,0;0,00;0,00;0;0;52,4;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,8;0;1;0;99;0;0;0;0;0;
17.02.2016;11:53:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,8;28,8;25,0;0;34,9;8,0;60,0;0;46,6;8,0;0,00;0,00;0;0;52,6;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,8;0;1;0;99;0;0;0;0;0;
17.02.2016;11:54:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,8;28,8;25,0;0;34,9;8,0;60,0;0;46,4;8,0;0,00;0,00;0;0;52,4;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,8;0;1;0;99;0;0;0;0;0;
17.02.2016;11:55:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,8;28,8;25,0;0;34,9;8,0;60,0;0;46,1;8,0;0,00;0,00;0;0;52,2;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,8;0;1;0;99;0;0;0;0;0;
17.02.2016;11:56:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,8;28,8;25,0;0;34,9;8,0;60,0;0;45,8;8,0;0,00;0,00;0;0;52,8;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,8;0;1;0;99;0;0;0;0;0;
17.02.2016;11:57:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,8;28,8;25,0;0;34,9;8,0;60,0;0;45,6;8,0;0,00;0,00;0;0;52,8;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,8;0;1;0;99;0;0;0;0;0;
17.02.2016;11:58:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,8;28,8;25,0;0;35,0;8,0;60,0;0;45,4;8,0;0,00;0,00;0;0;52,4;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,8;0;1;0;99;0;0;0;0;0;
17.02.2016;11:59:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,9;28,9;25,0;0;35,0;8,0;60,0;0;45,2;8,0;0,00;0,00;0;0;52,5;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,9;0;1;0;99;0;0;0;0;0;
17.02.2016;12:00:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,9;28,9;25,0;0;35,0;8,0;60,0;0;45,1;8,0;0,00;0,00;0;0;52,4;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,9;0;1;0;99;0;0;0;0;0;
17.02.2016;12:01:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,9;28,9;25,0;0;35,0;8,0;60,0;0;44,8;8,0;0,00;0,00;0;0;52,2;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,9;0;1;0;99;0;0;0;0;0;
17.02.2016;12:02:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,9;28,9;25,0;0;35,0;8,0;60,0;0;44,6;8,0;0,00;0,00;0;0;52,5;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,9;0;1;0;99;0;0;0;0;0;
17.02.2016;12:03:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,9;28,9;25,0;0;35,0;8,0;60,0;0;44,5;8,0;0,00;0,00;0;0;52,5;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,9;0;1;0;99;0;0;0;0;0;
17.02.2016;12:04:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,9;28,9;25,0;0;35,0;8,0;60,0;0;44,3;8,0;0,00;0,00;0;0;52,2;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,9;0;1;0;99;0;0;0;0;0;
17.02.2016;12:05:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,9;28,9;25,0;0;35,0;8,0;60,0;0;44,2;8,0;0,00;0,00;0;0;52,3;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,9;0;1;0;99;0;0;0;0;0;
17.02.2016;12:06:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,8;28,8;25,0;0;35,0;8,0;60,0;0;44,0;8,0;0,00;0,00;0;0;52,2;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,8;0;1;0;99;0;0;0;0;0;
17.02.2016;12:07:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,9;28,9;25,0;0;35,0;8,0;60,0;0;43,8;8,0;0,00;0,00;0;0;52,4;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,9;0;1;0;99;0;0;0;0;0;
17.02.2016;12:08:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,8;28,8;25,0;0;35,0;8,0;60,0;0;43,7;8,0;0,00;0,00;0;0;52,1;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,9;0;1;0;99;0;0;0;0;0;
17.02.2016;12:09:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,9;28,9;25,0;0;35,0;8,0;60,0;0;43,5;8,0;0,00;0,00;0;0;52,9;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,9;0;1;0;99;0;0;0;0;0;
17.02.2016;12:10:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,8;28,8;25,0;0;35,0;8,0;60,0;0;43,4;8,0;0,00;0,00;0;0;52,3;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,8;0;1;0;99;0;0;0;0;0;
17.02.2016;12:11:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,8;28,8;25,0;0;35,0;8,0;60,0;0;43,3;8,0;0,00;0,00;0;0;52,3;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,8;0;1;0;99;0;0;0;0;0;
17.02.2016;12:12:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,8;28,8;25,0;0;35,0;8,0;60,0;0;43,1;8,0;0,00;0,00;0;0;52,3;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,8;0;1;0;99;0;0;0;0;0;
17.02.2016;12:13:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,8;28,8;25,0;0;35,0;8,0;60,0;0;43,0;8,0;0,00;0,00;0;0;52,3;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,8;0;1;0;99;0;0;0;0;0;
17.02.2016;12:14:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,8;28,8;25,0;0;35,0;8,0;60,0;0;42,9;8,0;0,00;0,00;0;0;52,3;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,8;0;1;0;99;0;0;0;0;0;
17.02.2016;12:15:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,8;28,8;25,0;0;35,0;8,0;60,0;0;42,7;8,0;0,00;0,00;0;0;52,7;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,8;0;1;0;99;0;0;0;0;0;
17.02.2016;12:16:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,8;28,8;25,0;0;35,0;8,0;60,0;0;42,5;8,0;0,00;0,00;0;0;51,9;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,8;0;1;0;99;0;0;0;0;0;
17.02.2016;12:17:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,8;28,8;25,0;0;35,0;8,0;60,0;0;42,4;8,0;0,00;0,00;0;0;52,2;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,8;0;1;0;99;0;0;0;0;0;
17.02.2016;12:18:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,8;28,8;25,0;0;35,0;8,0;60,0;0;42,3;8,0;0,00;0,00;0;0;52,1;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,8;0;1;0;99;0;0;0;0;0;
17.02.2016;12:19:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,8;28,8;25,0;0;35,0;8,0;60,0;0;42,2;8,0;0,00;0,00;0;0;52,2;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,8;0;1;0;99;0;0;0;0;0;
17.02.2016;12:20:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,8;28,8;25,0;0;35,0;8,0;60,0;0;42,0;8,0;0,00;0,00;0;0;52,2;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,8;0;1;0;99;0;0;0;0;0;
17.02.2016;12:21:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,8;28,8;25,0;0;35,0;8,0;60,0;0;42,0;8,0;0,00;0,00;0;0;52,2;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,8;0;1;0;99;0;0;0;0;0;
17.02.2016;12:22:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,8;28,8;25,0;0;35,0;8,0;60,0;0;41,9;8,0;0,00;0,00;0;0;52,1;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,8;0;1;0;99;0;0;0;0;0;
17.02.2016;12:23:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,8;28,8;25,0;0;35,0;8,0;60,0;0;41,8;8,0;0,00;0,00;0;0;51,8;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,8;0;1;0;99;0;0;0;0;0;
17.02.2016;12:24:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,8;28,8;25,0;0;35,0;8,0;60,0;0;41,6;8,0;0,00;0,00;0;0;51,6;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,8;0;1;0;99;0;0;0;0;0;
17.02.2016;12:25:21;-20,0;0;0,0;8,0;19,7;8,0;0;0;28,8;28,8;25,0;0;35,0;8,0;60,0;0;41,5;8,0;0,00;0,00;0;0;52,0;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,8;0;1;0;99;0;0;0;0;0;
17.02.2016;12:26:21;-20,0;0;0,0;8,0;19,6;8,0;0;0;28,8;28,8;25,0;0;34,9;8,0;60,0;0;41,5;8,0;0,00;0,00;0;0;52,1;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,0;28,8;0;1;0;99;0;0;0;0;0;
17.02.2016;12:27:21;-20,0;0;0,0;8,0;19,6;8,0;0;0;28,8;28,8;25,0;0;34,9;8,0;60,0;0;41,4;8,0;0,00;0,00;0;0;51,6;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,0;28,8;0;1;0;99;0;0;0;0;0;
17.02.2016;12:28:21;-20,0;0;0,0;8,0;19,5;8,0;0;0;28,8;28,8;25,0;0;34,9;8,0;60,0;0;41,3;8,0;0,00;0,00;0;0;51,8;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,1;28,8;0;1;0;99;0;0;0;0;0;
17.02.2016;12:29:21;-20,0;0;0,0;8,0;19,5;8,0;0;0;28,8;28,8;25,0;0;34,9;8,0;60,0;0;41,2;8,0;0,00;0,00;0;0;52,0;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,0;28,8;0;1;0;99;0;0;0;0;0;
17.02.2016;12:30:21;-20,0;0;0,0;8,0;19,5;8,0;0;0;28,7;28,7;25,0;0;34,9;8,0;60,0;0;41,1;8,0;0,00;0,00;0;0;52,0;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,0;28,7;0;1;0;99;0;0;0;0;0;
17.02.2016;12:31:21;-20,0;0;0,0;8,0;19,5;8,0;0;0;28,8;28,8;25,0;0;34,9;8,0;60,0;0;41,0;8,0;0,00;0,00;0;0;51,5;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,0;28,8;0;1;0;99;0;0;0;0;0;
17.02.2016;12:32:21;-20,0;0;0,0;8,0;19,5;8,0;0;0;28,7;28,7;25,0;0;34,9;8,0;60,0;0;40,9;8,0;0,00;0,00;0;0;51,8;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,0;28,7;0;1;0;99;0;0;0;0;0;
17.02.2016;12:33:21;-20,0;0;0,0;8,0;19,5;8,0;0;0;28,7;28,7;25,0;0;34,9;8,0;60,0;0;40,8;8,0;0,00;0,00;0;0;51,8;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,0;28,7;0;1;0;99;0;0;0;0;0;
17.02.2016;12:34:21;-20,0;0;0,0;8,0;19,5;8,0;0;0;28,7;28,7;25,0;0;34,9;8,0;60,0;0;40,8;8,0;0,00;0,00;0;0;51,9;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,0;28,7;0;1;0;99;0;0;0;0;0;
17.02.2016;12:35:21;-20,0;0;0,0;8,0;19,5;8,0;0;0;28,7;28,7;25,0;0;34,9;8,0;60,0;0;40,7;8,0;0,00;0,00;0;0;51,4;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,0;28,7;0;1;0;99;0;0;0;0;0;
17.02.2016;12:36:21;-20,0;0;0,0;8,0;19,5;8,0;0;0;28,6;28,6;25,0;0;34,9;8,0;60,0;0;40,5;8,0;0,00;0,00;0;0;51,6;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,0;28,6;0;1;0;99;0;0;0;0;0;
17.02.2016;12:37:21;-20,0;0;0,0;8,0;19,5;8,0;0;0;28,5;28,5;25,0;0;34,9;8,0;60,0;0;40,5;8,0;0,00;0,00;0;0;51,5;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,0;28,5;0;1;0;99;0;0;0;0;0;
17.02.2016;12:38:21;-20,0;0;0,0;8,0;19,5;8,0;0;0;28,4;28,4;25,0;0;34,9;8,0;60,0;0;40,4;8,0;0,00;0,00;0;0;52,0;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,0;28,4;0;1;0;99;0;0;0;0;0;
17.02.2016;12:39:21;-20,0;0;0,0;8,0;19,5;8,0;0;0;28,3;28,3;25,0;0;34,8;8,0;60,0;0;40,4;8,0;0,00;0,00;0;0;52,0;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,0;28,3;0;1;0;99;0;0;0;0;0;
17.02.2016;12:40:21;-20,0;0;0,0;8,0;19,5;8,0;0;0;28,3;28,3;25,0;0;34,8;8,0;60,0;0;40,3;8,0;0,00;0,00;0;0;51,6;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,0;28,3;0;1;0;99;0;0;0;0;0;
17.02.2016;12:41:21;-20,0;0;0,0;8,0;19,5;8,0;0;0;28,3;28,3;25,0;0;34,8;8,0;60,0;0;40,2;8,0;0,00;0,00;0;0;51,7;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,0;28,3;0;1;0;99;0;0;0;0;0;
17.02.2016;12:42:21;-20,0;0;0,0;8,0;19,5;8,0;0;0;28,2;28,2;25,0;0;34,8;8,0;60,0;0;40,1;8,0;0,00;0,00;0;0;51,7;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,0;28,2;0;1;0;99;0;0;0;0;0;
17.02.2016;12:43:21;-20,0;0;0,0;8,0;19,5;8,0;0;0;28,2;28,2;25,0;0;34,8;8,0;60,0;0;40,1;8,0;0,00;0,00;0;0;51,5;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,0;28,2;0;1;0;99;0;0;0;0;0;
17.02.2016;12:44:21;-20,0;0;0,0;8,0;19,5;8,0;0;0;28,2;28,2;25,0;0;34,8;8,0;60,0;0;40,0;8,0;0,00;0,00;0;0;51,3;80,0;99;0;0;0;0;0;0;0;0;0;0;0;56,0;28,2;0;1;0;99;0;0;0;0;0;
